,Title,Year,Genres,Language,Country,Content Rating,Duration,Aspect Ratio,Budget,Gross Earnings,Director,Actor 1,Actor 2,Actor 3,Facebook Likes - Director,Facebook Likes - Actor 1,Facebook Likes - Actor 2,Facebook Likes - Actor 3,Facebook Likes - cast Total,Facebook likes - Movie,Facenumber in posters,User Votes,Reviews by Users,Reviews by Crtiics,IMDB Score,Net Earnings
711,Heavenly Creatures ,1994,Biography|Crime|Drama|Romance|Thriller,English,New Zealand,R,108,2.35,5000000.0,3049135.0,Peter Jackson,Kate Winslet,Jed Brophy,Liz Mullane,0,14000,433,88.0,14574,0,2,50197,265,93.0,7.4,-1950865.0
712,Highlander: The Final Dimension ,1994,Action|Fantasy|Romance|Sci-Fi,English,Canada,PG-13,99,2.35,26000000.0,13829734.0,Andrew Morahan,Christopher Lambert,Mako,Mario Van Peebles,5,1000,691,535.0,2960,319,0,16194,79,32.0,4.3,-12170266.0
713,Hoop Dreams ,1994,Documentary|Drama|Sport,English,USA,PG-13,170,1.33,700000.0,7830611.0,Steve James,William Gates,Arthur Agee,Isiah Thomas,23,7,6,2.0,15,0,0,18980,74,53.0,8.3,7130611.0
714,Interview with the Vampire: The Vampire Chronicles ,1994,Drama|Fantasy|Horror,English,USA,R,123,1.85,60000000.0,105264608.0,Neil Jordan,Brad Pitt,Tom Cruise,Kirsten Dunst,277,11000,10000,4000.0,25697,11000,0,239752,406,120.0,7.6,45264608.0
715,Legends of the Fall ,1994,Drama|Romance|War|Western,English,USA,R,133,1.85,30000000.0,66528842.0,Edward Zwick,Anthony Hopkins,Brad Pitt,Julia Ormond,380,12000,11000,918.0,26388,11000,2,112175,329,57.0,7.5,36528842.0
716,Little Women ,1994,Drama|Family|Romance,English,USA,PG,115,1.85,15000000.0,50003300.0,Gillian Armstrong,Christian Bale,Kirsten Dunst,Eric Stoltz,44,23000,4000,902.0,29370,0,4,36624,132,27.0,7.3,35003300.0
717,Men of War ,1994,Action|Drama|Thriller,English,USA,R,76,2.35,8600000.0,3.0,Perry Lang,Catherine Bell,Kevin Tighe,Tim Guinee,17,636,472,259.0,2152,176,1,2989,38,19.0,5.8,-8599997.0
718,Naked Gun 33 1/3: The Final Insult ,1994,Comedy|Crime,English,USA,PG-13,83,1.85,30000000.0,51109400.0,Peter Segal,George Kennedy,Fred Ward,Priscilla Presley,88,3000,459,348.0,4767,1000,5,76850,85,43.0,6.4,21109400.0
719,New Nightmare ,1994,Fantasy|Horror|Mystery|Thriller,English,USA,R,107,1.85,8000000.0,18090181.0,Wes Craven,Miko Hughes,Heather Langenkamp,Tracy Middendorf,0,969,449,112.0,1775,0,0,38191,271,109.0,6.4,10090181.0
720,On Deadly Ground ,1994,Action|Adventure|Thriller,English,USA,R,101,2.35,50000000.0,38590500.0,Steven Seagal,Mike Starr,Joan Chen,Sven-Ole Thorsen,0,854,643,158.0,1860,812,1,17997,140,47.0,4.4,-11409500.0
721,PCU ,1994,Comedy,English,USA,PG-13,79,1.85,8000000.0,4350774.0,Hart Bochner,Jon Favreau,Matt Ross,Chris Young,157,4000,248,219.0,4908,0,3,10476,52,15.0,6.5,-3649226.0
722,Police Academy: Mission to Moscow ,1994,Comedy|Crime,English,USA,PG,83,1.85,6200000.0,126247.0,Alan Metter,Christopher Lee,Michael Winslow,G.W. Bailey,3,16000,542,421.0,17469,321,0,24958,103,17.0,3.3,-6073753.0
723,Pulp Fiction ,1994,Crime|Drama,English,USA,R,178,2.35,8000000.0,107930000.0,Quentin Tarantino,Bruce Willis,Eric Stoltz,Phil LaMarr,16000,13000,902,857.0,16557,45000,1,1324680,2195,215.0,8.9,99930000.0
724,Rapa Nui ,1994,Action|Adventure|Drama|History|Romance,English,USA,R,107,2.35,20000000.0,305070.0,Kevin Reynolds,Esai Morales,Jason Scott Lee,Sandrine Holt,58,699,533,324.0,1592,399,1,3843,25,9.0,6.4,-19694930.0
725,Renaissance Man ,1994,Comedy|Drama,English,USA,PG-13,128,1.85,40000000.0,24332324.0,Penny Marshall,Ed Begley Jr.,Cliff Robertson,Lillo Brancato,545,783,754,353.0,3126,680,1,13830,61,12.0,6.1,-15667676.0
726,Ri¢hie Ri¢h ,1994,Comedy|Family,English,USA,PG,95,1.85,40000000.0,38087756.0,Donald Petrie,Macaulay Culkin,John Larroquette,Jonathan Hyde,80,3000,450,287.0,4634,0,1,49612,39,19.0,5.2,-1912244.0
727,Serial Mom ,1994,Comedy|Crime|Thriller,English,USA,R,95,1.66,13000000.0,7881335.0,John Waters,Kathleen Turner,Sam Waterston,Traci Lords,0,899,849,650.0,3092,3000,4,21212,107,52.0,6.7,-5118665.0
728,Speed ,1994,Action|Adventure|Crime|Thriller,English,USA,R,116,2.35,25000000.0,121248145.0,Jan de Bont,Keanu Reeves,Alan Ruck,Joe Morton,101,18000,946,780.0,20966,0,0,260981,373,114.0,7.2,96248145.0
729,Star Trek: Generations ,1994,Action|Adventure|Mystery|Sci-Fi|Thriller,English,USA,PG,118,2.35,35000000.0,75668868.0,David Carson,LeVar Burton,Alan Ruck,Jonathan Frakes,18,1000,946,906.0,6427,0,0,60504,249,98.0,6.6,40668868.0
730,Street Fighter ,1994,Action|Adventure|Comedy|Thriller,English,Japan,PG-13,102,2.35,35000000.0,33423521.0,Steven E. de Souza,Ming-Na Wen,Raul Julia,Kylie Minogue,133,2000,1000,690.0,5443,0,1,53115,282,63.0,3.8,-1576479.0
731,The Client ,1994,Crime|Drama|Mystery|Thriller,English,USA,PG-13,119,2.35,45000000.0,92115211.0,Joel Schumacher,Bradley Whitford,Anthony LaPaglia,Brad Renfro,541,821,577,551.0,4043,1000,3,45798,94,39.0,6.7,47115211.0
732,The Crow ,1994,Action|Drama|Fantasy,English,USA,R,98,1.85,23000000.0,50693162.0,Alex Proyas,Michael Wincott,Bai Ling,David Patrick Kelly,295,720,581,380.0,2630,15000,0,136580,545,118.0,7.6,27693162.0
733,The Flintstones ,1994,Comedy|Family|Fantasy,English,USA,PG,91,1.33,45000000.0,130512915.0,Brian Levant,Jonathan Winters,Elizabeth Perkins,Harvey Korman,32,924,664,628.0,3244,0,2,60884,85,35.0,4.8,85512915.0
734,The Hudsucker Proxy ,1994,Comedy|Fantasy,English,UK,PG,111,1.85,30000000.0,2869369.0,Joel Coen,Jennifer Jason Leigh,Bill Cobbs,John Mahoney,0,1000,970,385.0,2612,0,2,65474,211,77.0,7.3,-27130631.0
735,The Inkwell ,1994,Comedy|Drama|Romance,English,USA,R,110,1.85,3.0,8880705.0,Matty Rich,Jada Pinkett Smith,Joe Morton,Larenz Tate,10,851,780,582.0,3293,160,0,1103,11,7.0,6.5,8880702.0
736,The Legend of Drunken Master ,1994,Action|Comedy,Cantonese,Hong Kong,R,102,2.35,2000000.0,11546543.0,Chia-Liang Liu,Andy Lau,Anita Mui,Ho-Sung Pak,32,483,147,75.0,768,0,1,34520,146,77.0,7.6,9546543.0
737,The Lion King ,1994,Adventure|Animation|Drama|Family|Musical,English,USA,G,73,1.66,45000000.0,422783777.0,Roger Allers,Matthew Broderick,Nathan Lane,Niketa Calame,28,2000,886,847.0,6458,17000,0,644348,656,186.0,8.5,377783777.0
738,The Mask ,1994,Action|Comedy|Crime|Fantasy,English,USA,PG-13,114,1.85,18000000.0,119938730.0,Chuck Russell,Peter Greene,Amy Yasbeck,Reg E. Cathey,55,789,424,360.0,2085,0,0,265818,213,57.0,6.9,101938730.0
739,The River Wild ,1994,Action|Adventure|Crime|Thriller,English,USA,PG-13,111,2.35,45000000.0,46815748.0,Curtis Hanson,Meryl Streep,Glenn Morshower,William Lucking,161,11000,894,132.0,12161,0,1,32544,69,42.0,6.3,1815748.0
740,The Santa Clause ,1994,Comedy|Drama|Family|Fantasy,English,USA,PG,97,1.85,22000000.0,144833357.0,John Pasquin,Judge Reinhold,Eric Lloyd,Peter Boyle,11,901,775,595.0,2790,0,0,64742,111,64.0,6.4,122833357.0
741,The Shadow ,1994,Action|Adventure|Crime|Fantasy|Mystery|Thriller,English,USA,PG-13,93,1.85,25000000.0,32055248.0,Russell Mulcahy,Jonathan Winters,Peter Boyle,John Kapelos,85,924,595,510.0,2711,0,0,18723,146,70.0,6.0,7055248.0
742,The Shawshank Redemption ,1994,Crime|Drama,English,USA,R,142,1.85,25000000.0,28341469.0,Frank Darabont,Morgan Freeman,Jeffrey DeMunn,Bob Gunton,0,11000,745,461.0,13495,108000,0,1689764,4144,199.0,9.3,3341469.0
743,The Specialist ,1994,Action|Crime|Drama|Romance|Thriller,English,Peru,R,110,1.85,45000000.0,57362581.0,Luis Llosa,Sylvester Stallone,Rod Steiger,Emilio Estefan Jr.,49,13000,279,20.0,13331,0,2,50148,116,38.0,5.4,12362581.0
744,There Goes My Baby ,1994,Comedy|Drama,English,USA,R,99,3.0,10500000.0,125169.0,Floyd Mutrux,Ricky Schroder,Kelli Williams,Seymour Cassel,11,665,446,327.0,2272,119,2,859,31,5.0,6.4,-10374831.0
745,Timecop ,1994,Action|Crime|Sci-Fi|Thriller,English,Canada,R,99,2.35,27000000.0,44450000.0,Peter Hyams,Mia Sara,Bruce McGill,Gloria Reuben,0,664,655,186.0,2010,0,1,44394,115,62.0,5.8,17450000.0
746,True Lies ,1994,Action|Comedy|Thriller,English,USA,R,141,2.35,115000000.0,146282411.0,James Cameron,Jamie Lee Curtis,Tia Carrere,Tom Arnold,0,2000,1000,618.0,4528,0,0,190439,351,94.0,7.2,31282411.0
747,Wolf ,1994,Drama|Horror|Romance|Thriller,English,USA,R,125,1.85,70000000.0,65012000.0,Mike Nichols,David Hyde Pierce,Peter Gerety,Ron Rifkin,0,443,277,184.0,1439,0,1,43559,137,59.0,6.2,-4988000.0
748,Wyatt Earp ,1994,Adventure|Biography|Crime|Drama|Western,English,USA,PG-13,212,2.35,63000000.0,25052000.0,Lawrence Kasdan,Dennis Quaid,Catherine O'Hara,Isabella Rossellini,759,2000,925,812.0,5708,0,0,35314,145,40.0,6.6,-37948000.0
749,Ace Ventura: When Nature Calls ,1995,Adventure|Comedy,English,USA,PG-13,90,2.35,30000000.0,108360000.0,Steve Oedekerk,Bruce Spence,Bob Gunton,Sophie Okonedo,176,531,461,460.0,2203,0,0,160321,178,59.0,6.3,78360000.0
750,Apollo 13 ,1995,Adventure|Drama|History,English,USA,PG,140,2.35,62000000.0,172071312.0,Ron Howard,Tom Hanks,Miko Hughes,Kathleen Quinlan,2000,15000,968,552.0,17171,5000,0,208817,296,159.0,7.6,110071312.0
751,Assassins ,1995,Action|Crime|Thriller,English,France,R,132,1.85,50000000.0,30306268.0,Richard Donner,Muse Watson,Sylvester Stallone,Kelly Rowan,503,45000,13000,282.0,58528,0,0,62981,84,61.0,6.3,-19693732.0
752,Babe ,1995,Comedy|Drama|Family,English,Australia,G,91,1.85,30000000.0,66600000.0,Chris Noonan,Miriam Margolyes,Christine Cavanaugh,Roscoe Lee Browne,108,405,368,204.0,1185,5000,0,94435,182,79.0,6.8,36600000.0
753,Bad Boys ,1995,Action|Comedy|Crime|Drama|Thriller,English,USA,R,119,1.85,19000000.0,65807024.0,Michael Bay,Will Smith,Tchéky Karyo,Theresa Randle,0,10000,345,244.0,11013,0,0,172405,203,63.0,6.8,46807024.0
754,Bang ,1995,Crime|Drama,English,USA,3,98,3.0,3.0,3.0,Ash Baron-Cohen,Peter Greene,Stanley B. Herman,James Noble,3,789,194,152.0,1186,20,1,438,14,10.0,6.4,0.0
755,Batman Forever ,1995,Action|Adventure|Fantasy,English,USA,PG-13,121,1.85,100000000.0,184031112.0,Joel Schumacher,Michael Gough,Rene Auberjonois,Debi Mazar,541,920,710,680.0,2880,0,4,190786,539,144.0,5.4,84031112.0
756,Before Sunrise ,1995,Drama|Romance,English,USA,R,105,1.85,2500000.0,5400000.0,Richard Linklater,Hanno Pöschl,Hans Weingartner,Dominik Castell,0,15,12,4.0,36,22000,1,183288,395,121.0,8.1,2900000.0
757,Braveheart ,1995,Biography|Drama|History|War,English,USA,R,178,2.35,72000000.0,75600000.0,Mel Gibson,Mhairi Calvey,Patrick McGoohan,James Robinson,0,906,466,403.0,1976,17000,1,736638,1065,132.0,8.4,3600000.0
758,Casino ,1995,Biography|Crime|Drama,English,USA,R,178,2.35,52000000.0,42438300.0,Martin Scorsese,Robert De Niro,Don Rickles,Kevin Pollak,17000,22000,721,574.0,24183,11000,2,333542,533,133.0,8.2,-9561700.0
759,Casper ,1995,Comedy|Family|Fantasy,English,USA,PG,100,1.85,50000000.0,100328194.0,Brad Silberling,Eric Idle,Fred Rogers,Cathy Moriarty,52,795,419,394.0,2638,0,0,85903,92,26.0,6.0,50328194.0
760,Clueless ,1995,Comedy|Romance,English,USA,PG-13,97,1.85,12000000.0,56631572.0,Amy Heckerling,Donald Faison,Dan Hedaya,Elisa Donovan,143,927,281,201.0,1724,0,1,123390,248,88.0,6.8,44631572.0
761,Congo ,1995,Action|Adventure|Mystery|Sci-Fi,English,USA,PG-13,109,1.85,50000000.0,81022333.0,Frank Marshall,Dylan Walsh,Joe Don Baker,Grant Heslov,155,426,387,293.0,1761,0,0,34471,147,55.0,5.0,31022333.0
762,Copycat ,1995,Crime|Drama|Mystery|Thriller,English,USA,R,123,2.35,20000000.0,32051917.0,Jon Amiel,William McNamara,Holly Hunter,Harry Connick Jr.,36,10000,1000,631.0,12338,0,0,42315,140,57.0,6.6,12051917.0
763,Crimson Tide ,1995,Action|Drama|Thriller|War,English,USA,R,123,2.35,53000000.0,91400000.0,Tony Scott,Denzel Washington,Viggo Mortensen,Ricky Schroder,12000,18000,10000,665.0,30132,0,0,81026,194,82.0,7.3,38400000.0
764,Cutthroat Island ,1995,Action|Adventure|Comedy,English,USA,PG-13,124,2.35,98000000.0,11000000.0,Renny Harlin,Christopher Masterson,Frank Langella,Matthew Modine,212,1000,903,810.0,3611,1000,3,21102,169,61.0,5.6,-87000000.0
765,Dead Man Walking ,1995,Crime|Drama,English,UK,R,122,1.85,11000000.0,39025000.0,Tim Robbins,Lois Smith,Celia Weston,Robert Prosky,0,276,258,191.0,903,0,0,73193,190,77.0,7.6,28025000.0
766,Desperado ,1995,Action|Crime|Thriller,English,USA,R,104,1.85,7000000.0,25625110.0,Robert Rodriguez,Quentin Tarantino,Steve Buscemi,Salma Hayek,0,16000,12000,4000.0,33758,0,0,138707,202,93.0,7.2,18625110.0
767,Die Hard with a Vengeance ,1995,Action|Adventure|Thriller,English,USA,R,128,2.35,90000000.0,100012500.0,John McTiernan,Bruce Willis,Aldis Hodge,Kevin Chamberlin,323,13000,559,489.0,14274,0,1,299258,346,148.0,7.6,10012500.0
768,First Knight ,1995,Action|Adventure|Romance|Thriller,English,USA,PG-13,134,1.85,55000000.0,37600435.0,Jerry Zucker,Julia Ormond,Ben Cross,John Gielgud,109,919,303,249.0,1695,0,3,55350,180,53.0,5.9,-17399565.0
769,Four Rooms ,1995,Comedy|Fantasy,English,USA,R,110,1.85,4000000.0,4301331.0,Allison Anders,Salma Hayek,Alicia Witt,Lili Taylor,99,4000,975,960.0,7921,0,6,78241,177,51.0,6.7,301331.0
770,Friday ,1995,Comedy|Drama,English,USA,R,97,1.85,3500000.0,27900000.0,F. Gary Gray,Nia Long,John Witherspoon,Tony Cox,473,826,723,624.0,3455,8000,1,74626,157,20.0,7.3,24400000.0
771,Get Shorty ,1995,Comedy|Crime|Thriller,English,USA,R,105,1.85,30250000.0,72077000.0,Barry Sonnenfeld,Delroy Lindo,Rene Russo,Jon Gries,188,848,808,482.0,3439,0,4,62986,150,96.0,6.9,41827000.0
772,GoldenEye ,1995,Action|Adventure|Thriller,English,UK,PG-13,130,2.35,58000000.0,106635996.0,Martin Campbell,Izabella Scorupco,Joe Don Baker,Tchéky Karyo,258,394,387,345.0,1784,0,2,199025,416,137.0,7.2,48635996.0
773,Hackers ,1995,Comedy|Crime|Drama|Thriller,English,USA,PG-13,107,2.35,20000000.0,7564000.0,Iain Softley,Angelina Jolie Pitt,Fisher Stevens,Lorraine Bracco,34,11000,922,472.0,13821,12000,1,54650,223,79.0,6.2,-12436000.0
774,Halloween: The Curse of Michael Myers ,1995,Horror|Thriller,English,USA,R,93,1.85,5000000.0,15126948.0,Joe Chappelle,Donald Pleasence,Kim Darby,Mitchell Ryan,13,742,152,141.0,1227,0,0,20815,335,123.0,4.9,10126948.0
775,Home for the Holidays ,1995,Comedy|Drama|Romance,English,USA,PG-13,103,1.85,20000000.0,17518220.0,Jodie Foster,Robert Downey Jr.,Holly Hunter,Steve Guttenberg,0,21000,1000,801.0,25263,0,1,9105,76,45.0,6.6,-2481780.0
776,Jade ,1995,Crime|Drama|Thriller,English,USA,R,107,1.85,50000000.0,9795017.0,William Friedkin,Michael Biehn,Chazz Palminteri,Linda Fiorentino,607,2000,979,602.0,5461,422,0,9227,70,50.0,5.1,-40204983.0
777,Jefferson in Paris ,1995,Biography|Drama|History|Romance,English,France,PG-13,139,1.85,14000000.0,2474000.0,James Ivory,Seth Gilliam,Todd Boyce,Nigel Whitmey,133,423,15,5.0,446,127,1,2427,27,20.0,5.7,-11526000.0
778,Kids ,1995,Drama,English,USA,3,91,1.85,1500000.0,7417210.0,Larry Clark,Rosario Dawson,Leo Fitzpatrick,Justin Pierce,184,3000,202,82.0,3310,0,1,59041,408,71.0,7.0,5917210.0
779,Kiss of Death ,1995,Action|Crime|Thriller,English,USA,R,101,1.85,40000000.0,14942422.0,Barbet Schroeder,Nicolas Cage,Michael Rapaport,Philip Baker Hall,58,12000,975,497.0,14008,555,3,14226,60,40.0,5.9,-25057578.0
780,Leaving Las Vegas ,1995,Drama|Romance,English,USA,R,111,1.66,3600000.0,31968347.0,Mike Figgis,Nicolas Cage,Valeria Golino,Julian Sands,81,12000,898,687.0,14823,0,0,93894,286,123.0,7.6,28368347.0
781,Mallrats ,1995,Comedy|Romance,English,USA,R,123,1.85,6000000.0,2122561.0,Kevin Smith,Ethan Suplee,Jason Mewes,Joey Lauren Adams,0,1000,898,781.0,3254,0,6,99033,434,93.0,7.2,-3877439.0
782,Money Train ,1995,Action|Comedy|Crime|Drama|Thriller,English,USA,R,105,2.35,68000000.0,35324232.0,Joseph Ruben,Vincent Pastore,Robert Blake,Aida Turturro,29,584,220,97.0,1132,617,1,32224,62,40.0,5.6,-32675768.0
783,Mortal Kombat ,1995,Action|Adventure|Fantasy|Sci-Fi|Thriller,English,USA,PG-13,101,1.85,18000000.0,70360285.0,Paul W.S. Anderson,Christopher Lambert,Cary-Hiroyuki Tagawa,Bridgette Wilson-Sampras,545,1000,1000,545.0,3816,0,0,81783,283,72.0,5.8,52360285.0
784,Mr. Holland's Opus ,1995,Drama|Music,English,USA,PG,143,2.35,6500000.0,82528097.0,Stephen Herek,Alicia Witt,Olympia Dukakis,Jean Louisa Kelly,65,975,345,320.0,2223,0,1,30230,154,42.0,7.3,76028097.0
785,Nixon ,1995,Biography|Drama|History,English,USA,R,212,2.35,50000000.0,13560960.0,Oliver Stone,Anthony Hopkins,Bob Hoskins,Joan Allen,0,12000,5000,805.0,21130,915,0,23996,161,83.0,7.1,-36439040.0
786,Outbreak ,1995,Action|Drama|Thriller,English,USA,R,127,1.85,50000000.0,67823573.0,Wolfgang Petersen,Kevin Spacey,Morgan Freeman,Rene Russo,249,18000,11000,808.0,30383,0,3,91176,130,64.0,6.6,17823573.0
787,Pocahontas ,1995,Adventure|Animation|Drama|Family|History|Musical|Romance,English,USA,G,84,1.78,55000000.0,141600000.0,Mike Gabriel,Christian Bale,Frank Welker,Irene Bedard,12,23000,2000,752.0,26754,0,1,119675,216,92.0,6.6,86600000.0
788,Richard III ,1995,Drama|War,English,UK,R,104,2.35,6000000.0,2600000.0,Richard Loncraine,Robert Downey Jr.,Jim Broadbent,Kristin Scott Thomas,12,21000,1000,1000.0,23962,0,3,11612,88,56.0,7.5,-3400000.0
789,Rob Roy ,1995,Adventure|Biography,English,USA,R,139,2.35,28000000.0,31600000.0,Michael Caton-Jones,Liam Neeson,Jason Flemyng,Eric Stoltz,105,14000,1000,902.0,16125,0,1,34427,126,44.0,6.9,3600000.0
790,Rumble in the Bronx ,1995,Action|Comedy,Cantonese,Hong Kong,R,89,2.35,7500000.0,32333860.0,Stanley Tong,Françoise Yip,Anita Mui,Garvin Cross,7,186,147,36.0,407,0,1,29843,81,62.0,6.7,24833860.0
791,Se7en ,1995,Crime|Drama|Mystery|Thriller,English,USA,R,127,2.35,33000000.0,100125340.0,David Fincher,Morgan Freeman,Brad Pitt,Reg E. Cathey,21000,11000,11000,360.0,22678,39000,0,1023511,1080,216.0,8.6,67125340.0
792,Sense and Sensibility ,1995,Drama|Romance,English,USA,PG,136,1.85,16500000.0,42700000.0,Ang Lee,Alan Rickman,Kate Winslet,Tom Wilkinson,0,25000,14000,1000.0,41059,0,2,78392,196,69.0,7.7,26200000.0
793,Showgirls ,1995,Drama,English,France,NC-17,131,2.35,45000000.0,20302961.0,Paul Verhoeven,Bobbie Phillips,Elizabeth Berkley,Robert Davi,719,16000,893,683.0,18913,0,0,49874,450,181.0,4.6,-24697039.0
794,Species ,1995,Action|Horror|Sci-Fi|Thriller,English,USA,R,108,2.35,35000000.0,60054449.0,Roger Donaldson,Natasha Henstridge,Marg Helgenberger,Jordan Lund,79,900,759,25.0,1715,0,0,61018,140,97.0,5.8,25054449.0
795,Tales from the Crypt: Demon Knight ,1995,Action|Fantasy|Horror|Thriller,English,USA,R,92,1.85,13000000.0,21088568.0,Ernest R. Dickerson,CCH Pounder,Jada Pinkett Smith,Gary Farmer,226,1000,851,580.0,3931,0,1,16646,104,66.0,6.7,8088568.0
796,Tales from the Hood ,1995,Comedy|Horror|Thriller,English,USA,R,98,1.85,6000000.0,11797927.0,Rusty Cundieff,Corbin Bernsen,Clarence Williams III,David Alan Grier,38,1000,475,360.0,3221,985,0,4582,52,25.0,6.1,5797927.0
797,Tank Girl ,1995,Action|Comedy|Sci-Fi,English,USA,R,104,2.35,25000000.0,4064333.0,Rachel Talalay,Naomi Watts,Lori Petty,Jeff Kober,54,6000,923,919.0,9662,0,0,24790,173,60.0,5.2,-20935667.0
798,The American President ,1995,Comedy|Drama|Romance,English,USA,PG-13,114,2.35,62000000.0,65000000.0,Rob Reiner,Shawna Waldron,Samantha Mathis,Wendie Malick,0,524,517,452.0,2668,0,0,43027,214,75.0,6.8,3000000.0
799,The Bridges of Madison County ,1995,Drama|Romance,English,USA,PG-13,135,1.85,35000000.0,70960517.0,Clint Eastwood,Clint Eastwood,Meryl Streep,Debra Monk,16000,16000,11000,86.0,27237,0,0,54631,192,69.0,7.5,35960517.0
800,The Brothers McMullen ,1995,Comedy|Drama|Romance,English,USA,R,98,1.85,25000.0,10246600.0,Edward Burns,Shari Albert,Michael McGlone,Maxine Bahns,0,138,111,73.0,388,265,0,6375,36,36.0,6.6,10221600.0
801,The Horseman on the Roof ,1995,Adventure|Drama|Romance|War,French,France,R,135,2.35,3.0,1877179.0,Jean-Paul Rappeneau,Olivier Martinez,François Cluzet,Isabelle Carré,22,837,541,45.0,1508,262,1,4885,25,28.0,7.1,1877176.0
802,The Incredibly True Adventure of Two Girls in Love ,1995,Comedy|Drama|Romance,English,USA,R,94,1.85,250000.0,1977544.0,Maria Maggenti,Nicole Ari Parker,Laurel Holloman,Stephanie Berry,4,360,273,10.0,656,423,0,3513,36,23.0,6.5,1727544.0
803,The Indian in the Cupboard ,1995,Drama|Family|Fantasy,English,USA,PG,96,1.85,45000000.0,35617599.0,Frank Oz,Steve Coogan,Vincent Kartheiser,David Keith,0,1000,845,563.0,2965,0,1,20688,47,25.0,5.9,-9382401.0
804,The Jerky Boys ,1995,Comedy|Crime,English,USA,R,82,1.85,3.0,7557877.0,James Melkonian,Vincent Pastore,William Hickey,Peter Appel,7,584,246,27.0,1002,138,0,2129,37,10.0,4.6,7557874.0
805,The Net ,1995,Action|Crime|Drama|Mystery|Thriller,English,USA,PG-13,114,1.85,22000000.0,50728000.0,Irwin Winkler,Ken Howard,Jeremy Northam,Ray McKinnon,34,649,327,287.0,1725,0,0,48909,166,53.0,5.8,28728000.0
806,The Perez Family ,1995,Comedy|Drama|Romance,English,USA,R,113,1.85,11000000.0,2832826.0,Mira Nair,Anjelica Huston,Chazz Palminteri,Vincent Gallo,300,1000,979,787.0,3072,174,2,1761,19,15.0,6.2,-8167174.0
807,The Prophecy ,1995,Action|Fantasy|Horror|Mystery|Thriller,English,USA,R,98,2.35,8000000.0,16115878.0,Gregory Widen,Viggo Mortensen,Adam Goldberg,Virginia Madsen,10,10000,1000,912.0,13433,0,0,24438,194,56.0,6.6,8115878.0
808,The Quick and the Dead ,1995,Action|Thriller|Western,English,Japan,R,107,1.85,32000000.0,18636537.0,Sam Raimi,Leonardo DiCaprio,Pat Hingle,Roberts Blossom,0,29000,165,159.0,29743,0,0,69197,216,63.0,6.4,-13363463.0
809,The Scarlet Letter ,1995,Drama|Romance,English,USA,R,135,2.35,50000000.0,10400000.0,Roland Joffé,Gary Oldman,Robert Duvall,Demi Moore,596,10000,3000,2000.0,15820,943,1,12037,90,34.0,5.1,-39600000.0
810,The Usual Suspects ,1995,Crime|Drama|Mystery|Thriller,English,USA,R,106,2.35,6000000.0,23272306.0,Bryan Singer,Kevin Spacey,Chazz Palminteri,Kevin Pollak,0,18000,979,574.0,20821,28000,4,740918,1182,162.0,8.6,17272306.0
811,Things to Do in Denver When You're Dead ,1995,Crime|Drama,English,USA,R,115,1.85,7000000.0,529766.0,Gary Fleder,Steve Buscemi,Bill Cobbs,Treat Williams,39,12000,970,642.0,14889,0,2,22345,144,52.0,6.8,-6470234.0
812,To Die For ,1995,Comedy|Crime|Drama,English,USA,R,106,1.85,20000000.0,21200000.0,Gus Van Sant,Kurtwood Smith,Wayne Knight,Holland Taylor,835,1000,967,458.0,3598,1000,0,34774,162,59.0,6.8,1200000.0
813,Toy Story ,1995,Adventure|Animation|Comedy|Family|Fantasy,English,USA,G,74,1.85,30000000.0,191796233.0,John Lasseter,Tom Hanks,John Ratzenberger,Jim Varney,487,15000,1000,802.0,19046,0,1,623757,391,166.0,8.3,161796233.0
814,Under Siege 2: Dark Territory ,1995,Action|Thriller,English,USA,R,92,1.85,60000000.0,50024083.0,Geoff Murphy,Peter Greene,Brenda Bakke,Patrick Kilpatrick,14,789,520,488.0,2318,1000,1,35918,126,47.0,5.4,-9975917.0
